project_id,sample_id,sample_name,condition,replicate,sequencing_platform,library_type,read_type,fastq_1,fastq_2,species,genome_build,cell_type,treatment,treatment_dose,time_point,batch,sex,age,notes
Phase3_ATAC_Test,CONTROL_REP1,Control_Rep1,CONTROL,1,Illumina,ATAC-seq,paired-end,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/control_1_1.fastq.gz,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/control_1_2.fastq.gz,mouse,GRCm39,astrocyte,none,0,24h,,,Control replicate 1 for Phase 3 test
Phase3_ATAC_Test,H2O2_100uM_REP1,100uM_Rep1,100uM,1,Illumina,ATAC-seq,paired-end,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/100_1_1.fastq.gz,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/100_1_2.fastq.gz,mouse,GRCm39,astrocyte,H2O2,100uM,24h,,,100uM H2O2 treatment replicate 1 for Phase 3 test
Phase3_ATAC_Test,D1_REP1,D1_Rep1,D1,1,Illumina,ATAC-seq,paired-end,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/D1_1_1.fastq.gz,/home/ngs/data/ygkim/2025/H2O2_astrocyte_atac/raw/D1_1_2.fastq.gz,mouse,GRCm39,astrocyte,H2O2_D1,D1,D1,,,D1 timepoint replicate 1 for Phase 3 test
